#t	x	v
1.089	0.887	0.463
1.090	0.887	0.462
1.091	0.888	0.461
1.092	0.888	0.460
1.093	0.888	0.459
1.094	0.889	0.458
1.095	0.889	0.458
1.096	0.890	0.457
1.097	0.890	0.456
1.098	0.891	0.455
1.099	0.891	0.454
1.100	0.892	0.453
1.101	0.892	0.452
1.102	0.893	0.451
1.103	0.893	0.450
1.104	0.893	0.450
1.105	0.894	0.449
1.106	0.894	0.448
1.107	0.895	0.447
1.108	0.895	0.446
1.109	0.896	0.445
1.110	0.896	0.444
1.111	0.897	0.443
1.112	0.897	0.442
1.113	0.897	0.442
1.114	0.898	0.441
1.115	0.898	0.440
1.116	0.899	0.439
1.117	0.899	0.438
1.118	0.900	0.437
1.119	0.900	0.436
1.120	0.901	0.435
1.121	0.901	0.434
1.122	0.901	0.433
1.123	0.902	0.433
1.124	0.902	0.432
1.125	0.903	0.431
1.126	0.903	0.430
1.127	0.904	0.429
1.128	0.904	0.428
1.129	0.904	0.427
1.130	0.905	0.426
1.131	0.905	0.425
1.132	0.906	0.424
1.133	0.906	0.423
1.134	0.907	0.423
1.135	0.907	0.422
1.136	0.907	0.421
1.137	0.908	0.420
1.138	0.908	0.419
1.139	0.909	0.418
1.140	0.909	0.417
1.141	0.909	0.416
1.142	0.910	0.415
1.143	0.910	0.414
1.144	0.911	0.414
1.145	0.911	0.413
1.146	0.912	0.412
1.147	0.912	0.411
1.148	0.912	0.410
1.149	0.913	0.409
1.150	0.913	0.408
1.151	0.914	0.407
1.152	0.914	0.406
1.153	0.914	0.405
1.154	0.915	0.404
1.155	0.915	0.403
1.156	0.916	0.403
1.157	0.916	0.402
1.158	0.916	0.401
1.159	0.917	0.400
1.160	0.917	0.399
1.161	0.918	0.398
1.162	0.918	0.397
